question,reponse,url,secteur,source
"['Comment connaître la cotation de mon entreprise ?', 'Comment obtenir des explications sur la cotation attribuée à mon entreprise ?', 'Je n’ai pas reçu la dernière cotation de mon entreprise. A qui dois-je m’adresser ?', 'Quelles entreprises font l’objet d’une cotation ?', 'Qui a accès à la cotation de la Banque de France de mon entreprise et comment ?', 'Qu’est-ce que la cotation Banque de France ?', 'Qu’est-ce qu’un indicateur significatif ?', 'Comment l’indicateur dirigeant est-il constitué ?', 'Qui a accès à votre indicateur ?']","['Vous pouvez obtenir la communication de la cotation attribuée à votre entreprise auprès de l’implantation territoriale de la Banque de France en charge de la gestion de votre dossier. Vous pouvez aussi demander des explications sur les motifs de son attribution au cours d’un entretien personnalisé avec un analyste de cette implantation. Généralement c’est la localisation de votre siège social qui détermine l’unité Banque de France qui gère votre dossier. Pour en savoir plus, contactez le 3414.']",https://www.banque-france.fr/fr/aide-faq/Moyens%20de%20paiement,Economique,Banque de France
"['Dois-je forcément accepter les paiements en espèces ?', 'Puis-je refuser un paiement par chèque ou carte bancaire ?', 'Puis-je appliquer des frais selon le moyen de paiement utilisé par mes clients ?', 'Quels sont les principaux avantages du paiement par carte ?', 'Où trouver son RIB ?', 'Accepter les paiements par carte, combien ça coûte ?', 'Comment fonctionne le paiement « sans contact », par carte ou téléphone ?', 'Comment proposer le virement instantané à mes clients ?', 'Comment les paiements par carte de mes clients sur Internet sont-ils sécurisés ?']","['Oui, vous y êtes obligé. Le paiement en espèces est toutefois plafonné à 1 000 euros lorsque votre client est domicilié fiscalement en France. Ce plafond est porté à 15 000 euros pour vos clients étrangers (touristes).\nPour un montant supérieur à 1 000 euros, vous devez refuser les espèces et demander un paiement par carte bancaire ou par chèque.', 'Vous pouvez toutefois exiger :', 'Vous pouvez refuser un paiement comportant plus de 50 pièces. Vous n’avez pas l’obligation d’accepter des devises autres que l’euro et vous pouvez également refuser des pièces ou un billet qui vous paraissent manifestement faux. Attention toutefois : un simple doute quant à l’authenticité du billet ou de la pièce ne vous permet pas de refuser les espèces mais vous pouvez relever l’identité du client pour le cas où la pièce ou le billet s’avérerait effectivement faux. Vous êtes également tenu de prévenir immédiatement la police.', 'Enfin, si vous travaillez de nuit dans un commerce, pour votre sécurité, il est accepté de refuser les espèces.', 'À noter : vous ne pouvez pas refuser un billet ayant cours légal. N’affichez donc jamais dans votre établissement d’affichette du type « La maison n’accepte pas les billets de 100 euros et plus ».\n ']",https://www.banque-france.fr/fr/aide-faq/Moyens%20de%20paiement,Economique,Banque de France
"['Mon entreprise est interdite bancaire : qu’est-ce que cela signifie ?', 'Comment savoir si mon entreprise est interdite bancaire ?', 'Dans quel cadre contractuel s’inscrit la médiation du crédit ?', 'Que faire si mon entreprise est interdite bancaire ?', 'Mon entreprise peut-elle bénéficier du droit au compte malgré l’interdit bancaire ?', 'Mon entreprise peut-elle bénéficier de la médiation du crédit ?', 'Que faire si mon entreprise a un litige avec sa banque ?', 'Dans quels cas saisir le médiateur ?', 'Comment saisir la médiation du crédit pour obtenir une restructuration de Prêts Garantis par l’État (PGE) ?']","['Votre entreprise est « interdite bancaire » si elle est inscrite au Fichier Central des Chèques (FCC). Être inscrite au FCC entraîne pour votre entreprise une interdiction d’émettre des chèques pendant la durée de cette inscription. ', 'Le FCC centralise les personnes physiques ou morales (entreprises) :']",https://www.banque-france.fr/fr/aide-faq/Moyens%20de%20paiement,Economique,Banque de France
"['Je suis en possession de devises ukrainiennes (hryvnia). Comment puis-je les convertir en euros ?', 'Je suis un réfugié ukrainien: puis-je ouvrir un compte bancaire en France ?', 'Je suis un réfugié ukrainien : puis-je bénéficier du dispositif du droit au compte si je n’arrive pas à obtenir d’une banque l’ouverture d’un compte ?', 'Je suis un particulier et je détiens une carte de paiement internationale émise par une banque ukrainienne. Puis-je l’utiliser pour effectuer des paiements ou des retraits à un distributeur automatique de billets en France ou dans l’Union européenne ?', 'Je suis en possession de devises russes (roubles). Comment puis-je les convertir en euros ?', 'Je suis un particulier et je détiens une carte de paiement internationale émise par une banque russe. Puis-je l’utiliser pour effectuer des paiements ou des retraits à un distributeur automatique de billets en France ou dans l’Union européenne ?', 'Je suis ressortissant russe, non soumis à une mesure de gel des avoirs. Je réside en France ou dans un autre pays de l’Union européenne. Puis-je ouvrir un compte bancaire en France ?', 'Je suis ressortissant russe, non soumis à une mesure de gel des avoirs. Je réside en France ou dans un autre pays de l’Union européenne. Puis-je utiliser, dans les conditions habituelles, mon compte ouvert en France ?', 'Je suis un particulier et je souhaite consulter le Registre national des gels ou obtenir des informations sur la mise en œuvre du dispositif de gel des avoirs']","['Dans la pratique, les opérations de change de hryvnia en euros peuvent se révéler extrêmement difficile à effectuer.', 'Les bureaux de change en France ne prennent pas en charge, sauf éventuelle exception (non identifiée par nous), les opérations de change pour la monnaie ukrainienne. Cette situation prévalait déjà avant la guerre en cours, cette monnaie étant volatile et peu demandée.', 'Les changeurs manuels agréés à exercer en France sont enregistrés sur le registre de agents financiers (Regafi) tenu par l’Autorité de contrôle prudentiel et de résolution (ACPR).', 'Pour accéder à cette liste (https://www.regafi.fr) :', 'S’agissant des banques, celles-ci ne pratiquent que rarement le change manuel et il est très généralement réservé à ses clients. Vous pouvez interroger votre établissement teneur de compte en France pour savoir s’il propose un service d’opérations de change pour la monnaie ukrainienne. Pour information, la', 'Banque de France n’effectue aucune opération de change avec les monnaies étrangères.', 'À noter également que les changeurs automatiques des banques (dans les aéroports, par exemple) ne proposent que les principales devises, en aucun cas la devise ukrainienne.', 'Le sujet des difficultés de change a été identifié et fait l’objet d’un examen au niveau européen. À ce stade cependant, il n’y a pas de solution identifiée.']",https://www.banque-france.fr/fr/aide-faq/Moyens%20de%20paiement,Economique,Banque de France
"['Crypto-actifs et stablecoins : de quoi parle-t-on ?', 'Crypto-actifs et stablecoins : de quoi parle-t-on ?', 'Les BigTechs : de quoi parle-t-on ?', 'Qu’est-ce qu’un portefeuille électronique ou wallet ?', 'Qu’est-ce que le RTP ?', 'Qui peut proposer le service RTP ?', 'Qu’est-ce que l’open payment ?', 'Quelles technologies prometteuses ?']","['Ces dernières années ont vu l’apparition de méthodes de paiement dites « alternatives », qui présentent la spécificité de permettre d’effectuer des transactions libellées dans des unités autres qu’en monnaie ayant cours légal. Parmi eux, les cryptoactifs ne constituent pas des moyens de paiement au sens légal.', 'Un cryptoactif est un actif numérique (ou digital), créé grâce à l’utilisation de technologies de cryptographie. Ils sont nommés ainsi car ils s’apparentent à des actifs financiers et sont créés et utilisés via des technologies de cryptage. Les cryptoactifs sont parfois appelés abusivement cryptomonnaies mais ne doivent pas être confondus avec une monnaie.', 'Il existe plusieurs types de cryptoactifs. Les cryptoactifs de première génération, tels que le Bitcoin et l’Ethéréum, n’ont pas de cours légal ni de valeur intrinsèque. Ils constituent donc des actifs spéculatifs et très risqués. Depuis, des projets de « stablecoins » (tels que le projet DIEM) essayent de dépasser ces limites en ayant pour ambition d’avoir une valeur plus stable. Pour cela, leur cours serait lié à celui d’un actif de référence (l’or, l’euro, le dollar, un groupe de monnaies, etc.) afin d’ancrer leur évolution à l’économie réelle et de moins fluctuer, d’où leur nom. Les stablecoins peuvent être vus comme une deuxième génération de cryptoactifs.']",https://www.banque-france.fr/fr/aide-faq/Moyens%20de%20paiement,Economique,Banque de France
"['Je suis titulaire d’un livret A ou d’un compte de paiement (du type compte Nickel, Treezor, Anytime,…). On me refuse l’ouverture d’un compte. Puis-je bénéficier de la procédure de droit au compte ?', 'La lettre de refus d’ouverture de compte que doit me fournir la banque doit-elle avoir un formalisme particulier ?', 'Quelle est la durée de validité de la lettre de désignation émise par la Banque de France ?', 'Un établissement de crédit peut-il refuser d’ouvrir le compte alors qu’il a été désigné par la Banque de France dans le cadre de la procédure de droit au compte ?', 'Un établissement de crédit peut-il clôturer un compte ouvert dans le cadre du droit au compte, alors qu’il a été désigné par la Banque de France ?', 'Une fois mon compte ouvert dans le cadre du droit au compte, mon offre peut-elle évoluer vers une offre « classique » ?', 'Dans quels cas considère-t-on qu’une personne est dépourvue de compte et peut donc exercer la procédure de droit au compte ?', 'Je suis co-titulaire d’un compte joint. Je n’ai pas de compte individuel à mon nom propre. En cas de refus d’ouverture d’un compte individuel par une banque, puis-je exercer la procédure de droit au compte ?', 'Comment saisir la Banque de France pour exercer un droit au compte ?']","['OUI', 'En effet, vous ne détenez pas un compte de dépôt et vous ne disposez donc pas des services bancaires de base. Vous pouvez donc bénéficier de la procédure de droit au compte.']",https://www.banque-france.fr/fr/aide-faq/Moyens%20de%20paiement,Economique,Banque de France
"['Quels documents devez-vous produire ?', 'Quelles sont les données comptables à produire ?', 'La documentation financière doit-elle obligatoirement être rédigée en français ?', 'De quel délai dispose la Banque de France pour vérifier la conformité de la documentation financière avec les exigences réglementaires ?', 'Quel est le rôle de la Banque de France ?']",['Une documentation financière qui comprend :'],https://www.banque-france.fr/fr/aide-faq/Moyens%20de%20paiement,Economique,Banque de France
"['Qui peut déposer un dossier de surendettement et dans quelle situation ?', 'En quoi la procédure de traitement du surendettement peut-elle m’aider ?', 'Quelles solutions la commission de surendettement peut-elle m’apporter ?', 'Comment se passe le traitement de mon dossier ?', 'Comment déposer un dossier de surendettement ?', 'Je dépose un dossier de surendettement seul. Est-ce que ma conjointe sera concernée ?', ""Mon dossier de surendettement comporte des dettes d'amendes, exclues de la procédure. Comment vais-je les régler ?"", ""Je souhaiterais déposer un dossier de surendettement mais j'ai peur de perdre mon emploi. Comment puis-je faire ?"", ""Je suis propriétaire d'un appartement que je loue. Mon locataire, qui a plusieurs loyers de retard, vient de m'informer qu'il avait déposé un dossier de surendettement auprès de la Banque de France. Comment cela va-t-il se passer pour moi ?""]","['La procédure de traitement du surendettement est un service public, mis en œuvre par la Banque de France.', 'Elle est gratuite et s’adresse aux particuliers qui malgré leurs efforts, n’arrivent plus à faire face à leurs dettes (dettes de crédit, dettes de loyers…).', 'Pour en bénéficier, il faut habiter en France ou pour les Français habitant à l’étranger, être endetté auprès de créanciers en France. Il faut être de bonne foi, c’est-à-dire notamment, ne pas s’être surendetté volontairement.', 'En moyenne, ces dernières années, environ 95 % des dossiers de surendettement déposés ont été acceptés par les commissions de surendettement.', 'Si vous avez des difficultés d’endettement importantes, n’hésitez pas à vous renseigner. Il n’y a rien de honteux à se faire aider.']",https://www.banque-france.fr/fr/aide-faq/Moyens%20de%20paiement,Economique,Banque de France
"['Que signifie : « être fiché Banque de France » ?', ""Qu'est-ce que le fichier central des chèques (FCC) ?"", 'Dans quels cas suis-je inscrit au FICP ?', 'Que signifie : « être interdit bancaire » ?', 'Être inscrit au FCC, quelles conséquences ?', 'Combien de temps reste-t-on inscrit au FCC ?', 'Comment être radié du FCC ?', 'Dans quels cas puis-je contester mon fichage au FCC ?', ""Qu'est-ce que le FICP ?""]","[""Cette expression est fréquemment utilisée dans le grand public et peut correspondre à des situations différentes :\nIl existe en effet plusieurs fichiers d'incidents de paiement dont la gestion est assurée par la Banque de France. Vous pouvez être inscrits dans l'un de ces fichiers à l'initiative d'un établissement de crédit (votre banque ou une société de crédit dont vous êtes client) au titre d'un incident de paiement ou d'un incident de remboursement, ou encore à la suite du dépôt par vos soins d'un dossier de surendettement.\nLes trois principaux fichiers sont :"", 'Pour en savoir plus, vous pouvez consulter la page « être fiché » du site « www.mesquestionsdargent.fr »']",https://www.banque-france.fr/fr/aide-faq/Moyens%20de%20paiement,Economique,Banque de France
"['Ma carte bancaire a été piratée et je constate que des opérations frauduleuses ont été débitées de mon compte. Que faire ?', 'Suite à une opération frauduleuse, la banque refuse de me rembourser car l’opération a été validée au moyen d’un dispositif d’authentification forte, que faire ?', 'Suite à un appel téléphonique d’une personne usurpant l’identité de mon conseiller bancaire, j’ai validé une opération frauduleuse. Que faire ?', 'Que faire si on me propose d’encaisser un chèque qui ne m’est pas destiné ou qui ne correspond pas à ce qui a été convenu ?', 'Ma banque a-t-elle le droit de clôturer mon compte bancaire ?', 'La banque refuse de m’accorder un prêt en raison du dépassement du taux de l’usure. À quoi correspond ce taux ? Que puis-je faire ?', 'Ma nouvelle banque refuse que je fasse un virement sur mon livret A depuis un ancien compte ouvert dans une autre banque, en a-t-elle le droit ?', 'Que faire en cas de litige avec ma banque ?', 'Que faire en cas de litige avec mon assureur ?']","['Si vous constatez une opération frauduleuse réalisée avec votre carte bancaire, vous devez immédiatement informer votre banque afin de faire opposition à votre carte :', 'Ensuite, confirmez par écrit et sans délai l’opposition selon les modalités prévues par votre banque.', 'Vous devez également demander à votre banque le remboursement des opérations frauduleuses dans un délai maximal de 13 mois après le débit. Ce délai est ramené à 70 jours (le contrat carte peut prévoir un délai plus long, ne pouvant dépasser 120 jours) lorsque l’établissement du bénéficiaire du paiement se situe en dehors de l’Union européenne ou de l’Espace économique européen (les États de l’Union ainsi que l’Islande, le Lichtenstein et la Norvège).\nVous pouvez également déclarer la fraude auprès de la police ou de la gendarmerie. Cette démarche n’est cependant pas une condition préalable pour que la banque vous rembourse. ', 'Si vous êtes toujours en possession de la carte, vous pouvez signaler la fraude sur la plateforme en ligne Perceval.\n ']",https://www.banque-france.fr/fr/aide-faq/Moyens%20de%20paiement,Economique,Banque de France
